id_orden,fecha,id_producto,cantidad,precio
170,2024-07-02,235,17,27.61133
171,2025-01-16,495,14,13.6022
172,2024-05-22,97,2,21.32952
173,2024-07-06,369,5,81.43639
173,2024-07-06,364,2,35.24169
174,2024-05-22,266,11,68.27186
175,2024-08-05,226,3,44.92734
175,2024-08-05,240,10,79.70728
176,2024-08-09,392,13,87.91356
176,2024-08-09,104,5,46.59091
177,2025-03-01,410,18,12.90782
177,2025-03-01,388,9,91.12352
178,2025-02-17,332,19,77.41376
179,2024-06-06,125,16,52.81752
179,2024-06-06,311,1,86.65728
180,2025-01-01,127,6,60.40563
181,2024-12-18,206,8,88.93809
182,2024-08-07,181,10,96.98454
182,2024-08-07,122,8,49.88518
183,2024-06-10,23,20,27.63543
184,2024-10-23,316,3,51.41122
184,2024-10-23,499,10,89.70507
185,2024-05-26,392,1,92.64401
186,2024-11-23,347,15,63.26014
186,2024-11-23,41,3,17.64424
187,2024-07-07,31,1,71.43099
188,2024-11-11,67,16,70.82183
188,2024-11-11,90,9,45.09547
189,2025-03-03,410,18,91.82577
189,2025-03-03,34,1,17.32488
190,2024-06-14,40,18,80.44148
190,2024-06-14,355,7,64.79521
191,2025-02-05,222,9,42.31855
192,2024-10-07,145,13,48.86675
193,2024-12-25,168,9,54.89438
193,2024-12-25,85,2,64.74484
194,2024-06-24,44,5,46.42282
195,2024-10-28,214,7,47.72371
196,2024-12-27,194,2,36.25009
196,2024-12-27,346,9,63.21755
197,2025-02-02,412,3,34.76056
198,2025-01-12,206,3,56.63017
199,2025-04-16,445,6,59.55301
200,2025-03-12,136,7,14.36094
201,2025-04-15,234,7,88.05252
202,2024-11-19,77,15,85.85159
203,2025-02-21,422,3,68.34214
204,2025-02-14,318,13,73.52549
205,2025-02-13,127,11,35.28614
206,2025-02-03,396,4,68.43908
207,2025-03-28,409,1,80.22767
208,2025-04-07,399,3,31.58762
208,2025-04-07,167,6,75.43369
209,2025-03-11,192,20,94.12905
209,2025-03-11,323,9,50.95983
210,2025-01-14,57,11,71.60622
211,2024-09-26,57,5,17.62774
212,2025-04-12,431,1,10.74197
212,2025-04-12,118,2,83.98711
213,2024-08-11,382,7,62.3013
214,2025-02-05,87,20,79.91307
215,2025-01-23,369,12,70.92735
215,2025-01-23,60,4,56.12473
216,2025-02-06,283,14,35.60257
216,2025-02-06,262,2,82.28453
217,2024-07-03,365,17,27.42251
217,2024-07-03,153,3,28.70577
218,2025-02-18,451,13,98.5167
219,2024-10-14,148,16,49.34935
220,2025-04-16,216,7,87.94186
221,2024-05-08,189,5,91.10189
222,2024-06-11,380,4,68.26002
223,2024-09-15,105,18,76.58144
223,2024-09-15,73,5,20.56
224,2024-12-03,148,17,61.52553
224,2024-12-03,478,1,71.79653
225,2025-03-05,347,7,31.3332
226,2025-03-04,364,9,96.61539
227,2025-02-01,125,14,57.76606
227,2025-02-01,418,1,62.72487
228,2024-08-01,54,11,88.85422
229,2024-05-16,308,19,47.66122
230,2025-01-01,152,11,61.32337
231,2024-08-30,168,2,94.02441
232,2024-05-11,414,8,83.95702
233,2024-09-12,181,5,13.68544
234,2024-12-01,62,13,34.90085
234,2024-12-01,101,1,80.14523
235,2025-04-06,411,20,80.10694
236,2024-06-27,474,10,99.96214
237,2024-10-03,475,5,16.60531
237,2024-10-03,354,10,65.20902
238,2025-01-05,131,18,40.5609
239,2024-07-09,270,15,40.19794
240,2024-05-30,288,12,68.23866
241,2025-01-04,164,8,63.73189
241,2025-01-04,10,6,50.15556
242,2024-04-30,355,18,84.21518
243,2024-06-11,187,2,57.73593
244,2025-01-27,375,18,27.91521
245,2025-01-23,226,15,27.8291
246,2024-12-02,318,18,27.09597
247,2025-04-09,17,12,88.03999
247,2025-04-09,11,3,22.93111
248,2024-11-03,495,13,30.84035
249,2024-11-20,30,11,54.42126
250,2025-04-07,33,6,71.64319
251,2025-03-28,108,7,62.18173
252,2024-08-11,8,11,27.28078
253,2024-07-23,449,6,18.05224
254,2024-08-24,317,18,79.05067
255,2025-03-18,175,16,19.26287
256,2024-06-01,29,9,97.28584
257,2024-11-19,117,2,83.04481
258,2024-08-13,467,8,53.09849
259,2025-04-01,409,16,91.85049
259,2025-04-01,28,9,20.15769
260,2025-04-28,133,19,61.96294
260,2025-04-28,362,6,71.29072
261,2025-01-25,195,15,13.63453
261,2025-01-25,435,5,77.82101
262,2024-12-30,58,7,80.68968
262,2024-12-30,18,5,51.57027
263,2024-10-08,406,9,88.3793
264,2024-08-13,249,4,58.41306
265,2024-10-27,365,8,93.49306
266,2025-04-13,154,5,48.22871
267,2024-07-10,95,2,77.30409
268,2024-08-23,404,8,81.97508
269,2024-08-21,293,16,52.90348
270,2024-06-23,452,16,71.3776
271,2024-10-31,174,16,40.16819
271,2024-10-31,279,7,40.65491
272,2024-11-30,50,17,33.44351
272,2024-11-30,94,3,83.36164
273,2024-05-14,336,19,70.99842
273,2024-05-14,410,4,52.70367
274,2024-09-10,450,9,23.9153
275,2024-12-06,414,9,51.11506
276,2024-06-18,414,4,89.06935
277,2024-06-25,129,11,42.52465
277,2024-06-25,120,4,36.55952
278,2025-02-06,426,17,37.82492
279,2024-05-31,147,5,85.28682
280,2024-10-23,23,20,77.04215
281,2024-11-02,318,14,67.89787
281,2024-11-02,297,10,50.32268
282,2024-08-07,24,5,25.94954
283,2025-01-20,485,16,15.41354
283,2025-01-20,96,4,85.03541
284,2024-11-03,145,1,46.59531
285,2025-02-20,363,13,58.20032
286,2024-08-18,106,3,19.82358
286,2024-08-18,120,9,17.77757
287,2024-12-09,277,12,24.41294
288,2024-06-19,439,12,58.40277
289,2025-03-10,390,11,60.88408
289,2025-03-10,407,9,28.92995
290,2025-01-04,355,19,62.3765
291,2024-08-13,315,1,33.73937
292,2024-05-17,74,18,12.67913
293,2025-04-27,462,15,29.59853
293,2025-04-27,265,6,48.81229
294,2025-03-15,482,5,26.52846
295,2025-04-02,36,4,47.01231
296,2024-06-17,367,19,16.50858
297,2024-11-08,258,15,73.75064
297,2024-11-08,303,9,20.5575
298,2024-05-05,289,10,79.41499
298,2024-05-05,325,6,57.1999
299,2024-09-29,485,18,93.77416
299,2024-09-29,118,3,20.78275
300,2025-04-25,126,1,28.68618
300,2025-04-25,478,10,29.59932
301,2024-05-22,291,6,36.84507
302,2025-02-03,39,2,58.66243
303,2025-04-19,491,1,46.46667
304,2025-04-05,13,7,46.63337
305,2024-09-10,396,10,25.71609
305,2024-09-10,235,3,52.77397
306,2024-11-15,274,14,42.00474
307,2025-03-30,144,12,95.48275
308,2024-10-02,243,10,97.93434
308,2024-10-02,54,6,49.70188
309,2024-05-02,309,2,95.7447
310,2024-10-02,191,5,81.9494
310,2024-10-02,279,9,33.49203
311,2024-12-09,397,4,60.1311
311,2024-12-09,386,6,26.21066
312,2025-03-07,397,8,40.89988
313,2024-11-19,177,15,74.98905
313,2024-11-19,174,10,44.94219
314,2024-08-10,147,19,75.41174
314,2024-08-10,182,7,73.55666
315,2024-07-31,113,1,46.10104
316,2025-02-28,232,10,43.75393
317,2024-05-02,203,8,53.04015
317,2024-05-02,106,2,18.60085
318,2024-08-16,143,14,46.03504
319,2025-01-31,125,16,73.76081
320,2024-06-30,318,11,84.64849
321,2024-09-04,9,20,65.94015
322,2024-07-02,76,5,79.84413
322,2024-07-02,154,9,12.54154
323,2024-08-10,491,8,34.58494
324,2024-05-29,198,3,34.6218
325,2025-01-08,70,1,11.9135
326,2024-07-25,179,12,58.11095
327,2024-09-09,267,3,38.7522
327,2024-09-09,181,3,91.14527
328,2025-01-10,233,16,56.05419
328,2025-01-10,151,5,27.46351
329,2024-05-25,281,14,14.04954
330,2025-02-07,417,13,92.79793
331,2024-07-11,200,9,11.62466
332,2024-08-01,319,19,89.8034
333,2025-04-02,162,7,36.24164
334,2025-03-14,411,7,48.22038
335,2024-12-26,327,7,67.7195
336,2024-12-31,66,15,57.0215
336,2024-12-31,101,1,58.37544
337,2025-01-17,149,19,54.63127
337,2025-01-17,360,3,60.7509
338,2024-06-28,200,7,57.35019
338,2024-06-28,21,2,75.04379
339,2024-10-16,139,6,99.33565
340,2024-12-14,133,8,21.36864
341,2024-11-26,132,6,71.88304
341,2024-11-26,383,4,98.24891
342,2024-05-06,31,9,54.14749
343,2024-08-06,315,19,75.27284
343,2024-08-06,448,2,15.02192
344,2024-12-23,47,15,53.08033
345,2024-05-08,473,7,35.85008
346,2024-05-08,35,17,56.99167
346,2024-05-08,124,2,46.45425
347,2025-03-05,358,6,57.36849
348,2024-09-23,319,13,94.40679
348,2024-09-23,310,7,25.42977
349,2024-07-23,188,14,57.9966
350,2025-02-11,112,1,12.8497
350,2025-02-11,428,5,93.95853
351,2024-09-13,379,5,51.6522
352,2025-03-30,27,17,20.692
352,2025-03-30,407,4,37.97757
353,2025-04-11,479,6,85.41476
354,2024-11-14,109,5,89.83922
355,2025-03-21,433,11,86.53446
356,2025-02-02,491,5,27.37587
357,2024-12-01,473,16,22.92152
358,2024-07-08,408,18,23.65011
359,2024-12-01,191,13,65.7172
360,2025-01-29,53,19,76.40961
361,2025-04-15,123,9,41.67578
362,2024-05-05,409,15,52.73433
363,2024-05-12,417,19,11.07544
364,2024-12-07,499,1,68.34302
364,2024-12-07,155,5,69.55354
365,2024-07-07,163,1,71.57103
366,2024-08-09,20,6,11.02896
367,2024-07-29,471,11,55.07531
367,2024-07-29,319,4,64.38714
368,2024-10-16,91,2,88.7543
369,2024-06-14,94,3,26.52588
370,2024-12-27,14,9,69.44065
371,2024-08-03,371,19,81.14443
372,2025-01-22,171,20,19.47379
373,2024-11-17,368,19,97.03217
374,2024-10-04,323,10,32.74352
375,2024-11-19,338,1,20.71333
375,2024-11-19,288,6,55.36232
376,2024-12-01,83,14,91.91228
377,2024-07-24,29,1,47.23435
378,2024-06-05,32,18,57.41895
379,2025-03-12,172,1,85.71879
380,2024-11-13,447,13,27.56098
380,2024-11-13,214,8,33.94861
381,2024-10-15,402,18,71.48025
382,2025-03-06,353,7,95.13141
382,2025-03-06,492,2,70.34237
383,2024-05-22,237,6,49.94309
384,2024-12-11,50,4,54.14388
385,2024-08-28,89,20,77.03643
386,2024-10-04,42,8,52.92923
386,2024-10-04,411,7,95.22455
387,2024-09-03,103,13,11.69932
387,2024-09-03,174,9,15.21125
388,2025-01-19,425,8,39.63824
389,2025-02-18,451,9,39.09391
390,2024-08-15,387,18,22.77309
390,2024-08-15,115,8,93.34695
391,2025-04-02,312,12,18.65739
392,2024-12-30,153,20,66.59605
393,2024-06-04,14,11,19.74721
394,2024-05-17,79,10,23.76852
395,2024-11-30,121,2,40.73192
396,2024-08-05,53,20,42.54081
397,2024-07-25,464,6,89.51092
398,2024-09-08,447,7,39.89153
399,2025-03-06,352,10,88.91827
400,2025-03-22,359,16,61.37799
401,2024-09-10,83,9,33.46886
402,2025-04-07,420,19,59.15716
403,2024-07-19,85,17,19.98984
404,2025-04-08,486,18,43.45579
404,2025-04-08,336,5,11.64377
405,2024-11-28,20,2,13.12324
406,2025-01-26,192,12,60.02782
407,2025-03-12,63,19,10.34352
408,2024-05-07,400,2,14.39445
409,2025-01-19,465,9,68.15888
410,2024-08-24,418,2,19.17549
411,2024-10-06,346,16,25.4805
412,2025-04-29,350,1,24.18366
412,2025-04-29,275,2,32.0063
413,2025-02-12,166,6,68.28835
414,2024-06-12,419,18,86.47764
414,2024-06-12,30,8,37.19735
415,2024-06-01,300,13,69.38822
416,2024-12-09,303,9,57.00541
417,2024-08-21,222,18,39.11322
418,2024-09-21,481,16,94.85332
418,2024-09-21,36,4,96.15374
419,2024-06-12,310,2,25.8043
419,2024-06-12,465,8,48.24588
420,2025-01-07,6,10,26.43032
421,2024-08-25,364,1,58.64675
422,2024-08-13,492,19,90.96303
423,2024-05-20,341,8,76.82357
424,2024-09-21,277,2,83.02237
425,2025-03-04,197,5,74.37681
426,2024-09-13,422,1,52.19196
427,2025-02-09,291,8,47.24867
428,2024-07-07,472,19,49.10573
429,2024-06-08,5,1,37.61474
430,2025-04-18,329,15,58.14576
430,2025-04-18,169,10,56.44347
431,2024-10-31,112,18,51.54704
432,2024-08-19,423,16,52.16859
433,2024-07-20,270,5,48.12507
434,2024-12-04,451,12,38.67545
435,2024-10-21,447,14,86.89698
435,2024-10-21,190,2,41.79233
436,2024-08-22,490,12,70.58522
436,2024-08-22,16,9,83.25879
437,2024-05-07,363,15,34.51783
438,2024-08-12,371,20,16.98439
438,2024-08-12,306,9,96.60186
439,2024-09-17,418,11,62.48825
440,2025-03-05,222,5,75.44033
441,2025-04-01,250,6,86.43174
442,2024-05-31,212,2,41.56159
443,2024-05-24,386,8,25.71471
443,2024-05-24,433,3,40.83898
444,2024-07-04,168,8,42.58557
445,2025-02-13,386,18,59.19603
445,2025-02-13,455,5,11.9044
446,2024-06-07,388,20,50.62172
447,2025-01-13,469,15,57.71892
448,2025-01-28,208,15,13.74317
449,2024-11-23,120,1,30.75826
450,2024-05-19,85,4,77.08432
451,2025-04-26,173,3,38.76187
452,2024-09-21,72,7,56.12265
453,2024-09-17,426,8,75.80918
454,2024-12-26,134,19,99.84592
455,2025-04-02,186,2,43.67521
455,2025-04-02,442,8,58.4537
456,2024-11-09,445,15,33.84143
456,2024-11-09,137,10,73.01789
457,2024-11-09,354,12,48.51181
458,2024-10-17,162,12,91.47854
458,2024-10-17,121,8,83.18485
459,2025-03-24,117,6,62.0359
459,2025-03-24,37,6,32.26993
460,2025-04-08,398,10,71.77804
460,2025-04-08,255,4,38.68327
461,2024-11-29,386,4,44.31147
462,2024-11-13,276,11,85.13864
463,2024-10-08,413,17,79.1053
464,2024-09-17,132,10,19.96791
464,2024-09-17,417,4,80.09942
465,2024-11-06,66,16,45.03701
466,2025-01-14,108,20,75.17262
467,2025-03-12,254,4,27.26691
468,2025-01-15,61,9,92.38114
469,2024-09-06,377,20,59.34822
470,2024-10-19,106,1,92.29067
470,2024-10-19,284,7,16.78029
471,2024-09-08,91,5,29.35616
471,2024-09-08,223,3,47.75448
472,2024-08-31,497,10,41.28756
473,2024-06-18,213,13,85.97177
473,2024-06-18,395,7,40.72906
474,2024-05-23,119,12,84.59761
475,2024-12-01,365,9,34.39419
476,2024-10-19,453,13,63.13807
477,2024-11-02,491,18,62.49665
478,2024-07-08,28,14,27.88567
479,2024-12-02,268,17,37.07061
480,2025-02-06,66,3,58.62144
481,2024-07-08,239,2,45.08988
482,2024-07-27,196,9,96.80156
483,2024-07-12,439,15,35.52929
484,2024-07-15,288,19,92.82795
485,2025-03-18,466,16,51.34303
485,2025-03-18,168,7,97.10098
486,2025-01-16,269,1,41.12395
486,2025-01-16,441,9,31.69412
487,2024-11-18,383,17,69.64134
488,2024-11-05,116,7,21.56829
488,2024-11-05,198,10,95.23727
489,2024-08-03,315,2,47.30295
490,2025-04-20,482,1,99.7459
491,2025-01-21,263,3,63.42025
492,2025-01-21,52,14,25.31286
493,2024-12-07,47,19,69.08747
493,2024-12-07,86,9,99.40445
494,2024-11-28,94,5,49.89837
495,2024-07-03,259,10,50.42608
496,2025-03-30,59,13,22.78345
497,2024-08-30,317,18,27.11334
498,2024-09-07,347,13,19.8156
498,2024-09-07,332,4,30.83711
499,2025-03-22,143,18,32.73151
499,2025-03-22,408,9,18.93546
500,2025-04-28,323,15,54.51546
501,2025-01-04,460,8,26.9226
502,2024-08-21,395,2,86.11923
503,2024-11-06,100,8,37.70501
504,2024-12-22,495,15,17.70347
505,2025-02-13,287,8,50.98632
505,2025-02-13,202,10,31.85677
506,2024-10-29,470,2,30.10481
507,2024-11-20,413,19,70.12193
508,2024-10-23,64,18,14.96181
509,2024-05-04,265,2,32.86804
510,2024-05-25,462,16,61.50268
510,2024-05-25,179,5,70.28971
511,2024-09-29,467,12,52.3192
512,2024-11-18,415,13,51.50724
512,2024-11-18,347,10,26.38624
513,2024-09-04,407,2,36.83089
514,2024-05-08,412,16,46.93999
515,2024-12-23,293,19,64.06959
515,2024-12-23,407,8,74.92363
516,2024-12-11,464,16,35.0143
517,2024-09-13,67,7,21.7798
518,2024-07-25,488,18,76.53132
518,2024-07-25,159,8,68.60826
519,2024-10-20,65,17,53.84215
520,2024-07-05,155,3,17.09432
520,2024-07-05,372,2,87.92014
521,2025-02-25,258,7,96.18734
522,2024-09-10,299,6,38.4128
523,2024-08-09,425,1,89.54586
524,2025-02-11,490,20,16.83699
524,2025-02-11,370,10,41.02782
525,2025-03-11,341,11,34.62045
525,2025-03-11,145,6,61.24811
526,2024-12-31,368,6,32.94816
527,2024-11-13,89,7,88.80446
528,2025-02-24,103,18,71.33845
529,2024-11-01,66,5,43.26819
530,2024-10-01,492,1,13.30869
531,2024-06-27,80,13,61.68762
531,2024-06-27,57,9,93.36947
532,2024-07-30,37,2,36.76144
533,2025-04-21,500,2,65.25115
534,2025-02-19,250,19,40.35329
534,2025-02-19,71,7,81.63388
535,2024-05-30,138,16,86.66286
536,2025-01-01,213,20,84.45693
536,2025-01-01,338,4,94.72166
537,2024-06-06,390,15,73.93424
537,2024-06-06,468,4,39.09513
538,2024-07-09,75,17,24.74291
539,2025-01-12,22,17,54.93589
540,2025-02-22,243,1,48.50767
541,2025-01-17,250,4,45.30654
542,2024-12-14,468,2,97.71655
543,2024-05-24,494,3,70.59942
544,2025-04-03,292,1,59.83094
545,2024-11-17,398,1,58.78449
546,2024-10-10,18,7,50.72913
546,2024-10-10,193,1,55.80446
547,2025-01-12,118,1,93.96828
548,2024-09-06,155,3,42.22046
549,2024-08-31,136,6,18.99696
549,2024-08-31,415,3,19.4558
550,2024-12-31,393,7,15.88195
551,2024-07-29,254,19,97.28914
552,2024-05-23,23,15,62.99155
552,2024-05-23,167,3,96.10237
553,2024-05-13,87,13,61.94007
554,2024-10-08,122,3,64.39295
555,2024-10-22,393,16,58.50529
555,2024-10-22,121,7,30.3936
556,2025-03-11,426,4,47.34789
557,2024-05-04,201,5,92.69549
558,2025-04-23,73,13,51.17676
559,2025-02-27,60,13,15.16107
560,2025-03-06,86,9,86.36951
561,2025-03-04,99,20,92.84842
562,2024-08-19,432,3,56.71062
562,2024-08-19,157,10,93.55335
563,2024-09-01,21,6,13.85604
564,2025-04-27,391,12,75.04538
564,2025-04-27,338,5,55.16402
565,2024-10-29,490,5,13.06306
565,2024-10-29,55,2,77.74695
566,2025-04-03,282,4,58.06373
567,2025-04-14,415,1,62.31863
568,2024-08-03,316,10,61.94512
568,2024-08-03,145,4,32.60527
569,2024-10-25,99,14,89.75918
570,2024-06-02,85,6,25.36686
570,2024-06-02,437,5,14.2713
571,2024-05-14,315,13,45.61484
572,2025-01-25,136,10,37.74247
572,2025-01-25,448,8,53.8299
573,2024-07-11,153,13,10.05261
574,2025-03-18,79,2,63.15168
575,2024-09-08,451,20,80.74115
576,2024-12-28,433,18,71.44172
577,2024-07-30,80,16,66.7441
578,2025-01-13,430,5,63.80386
579,2024-09-02,383,6,27.96424
579,2024-09-02,83,2,59.08331
580,2024-09-03,8,14,85.9809
581,2024-07-02,136,9,86.10367
582,2025-04-10,473,15,54.47969
583,2024-07-11,374,1,64.5411
584,2024-09-03,285,2,46.91273
585,2025-01-12,191,16,23.02028
586,2025-02-27,186,10,56.46057
587,2024-11-07,121,19,15.52286
588,2024-10-16,253,8,92.63228
589,2025-03-08,402,2,82.77317
590,2024-08-16,214,20,21.14987
591,2024-10-10,140,3,26.92172
592,2025-04-05,481,7,42.05729
593,2024-09-28,328,4,14.30498
594,2024-12-21,316,11,72.05022
595,2024-06-13,115,5,22.08684
596,2024-09-27,112,19,30.86509
597,2025-01-21,358,18,50.31062
597,2025-01-21,356,1,78.24677
598,2024-07-08,306,1,46.38601
599,2025-02-12,328,2,55.67654
600,2025-01-21,211,17,74.6867
601,2025-03-09,357,19,94.00294
602,2024-11-02,308,9,18.18095
603,2025-03-15,163,17,88.6884
604,2024-10-14,141,1,13.04438
605,2024-07-19,422,15,21.49177
606,2024-12-13,31,15,80.11725
607,2024-09-25,285,20,37.88756
