id,fecha,id_cliente,id_corresponsal
287,2024-12-09,606,176
288,2024-06-19,784,989
289,2025-03-10,245,702
290,2025-01-04,898,707
291,2024-08-13,125,822
292,2024-05-17,603,583
293,2025-04-27,217,1
294,2025-03-15,255,993
295,2025-04-02,178,5
296,2024-06-17,446,926
297,2024-11-08,245,136
298,2024-05-05,545,472
299,2024-09-29,748,336
300,2025-04-25,74,393
301,2024-05-22,366,503
302,2025-02-03,659,282
303,2025-04-19,629,948
304,2025-04-05,658,49
305,2024-09-10,923,432
306,2024-11-15,161,148
307,2025-03-30,165,324
308,2024-10-02,406,609
309,2024-05-02,921,772
310,2024-10-02,645,868
311,2024-12-09,148,740
312,2025-03-07,660,786
313,2024-11-19,837,106
314,2024-08-10,762,207
315,2024-07-31,511,284
316,2025-02-28,588,65
317,2024-05-02,688,940
318,2024-08-16,849,539
319,2025-01-31,286,216
320,2024-06-30,507,592
321,2024-09-04,668,799
322,2024-07-02,454,621
323,2024-08-10,404,210
324,2024-05-29,934,63
325,2025-01-08,693,382
326,2024-07-25,326,305
327,2024-09-09,634,620
328,2025-01-10,896,520
329,2024-05-25,108,587
330,2025-02-07,758,336
331,2024-07-11,939,831
332,2024-08-01,254,691
333,2025-04-02,193,395
334,2025-03-14,400,24
335,2024-12-26,331,376
336,2024-12-31,573,561
337,2025-01-17,555,624
338,2024-06-28,686,783
339,2024-10-16,352,590
340,2024-12-14,622,966
341,2024-11-26,815,489
342,2024-05-06,359,627
343,2024-08-06,939,860
344,2024-12-23,400,161
345,2024-05-08,346,975
346,2024-05-08,590,427
347,2025-03-05,977,600
348,2024-09-23,569,258
349,2024-07-23,566,659
350,2025-02-11,88,435
351,2024-09-13,638,451
352,2025-03-30,106,878
353,2025-04-11,429,264
354,2024-11-14,49,552
355,2025-03-21,611,375
356,2025-02-02,112,882
357,2024-12-01,597,976
358,2024-07-08,479,106
359,2024-12-01,575,726
360,2025-01-29,819,960
361,2025-04-15,896,47
362,2024-05-05,847,41
363,2024-05-12,293,128
364,2024-12-07,759,885
365,2024-07-07,319,294
366,2024-08-09,551,900
367,2024-07-29,659,978
368,2024-10-16,165,514
369,2024-06-14,893,642
370,2024-12-27,464,661
371,2024-08-03,94,290
372,2025-01-22,887,778
373,2024-11-17,56,583
374,2024-10-04,504,776
375,2024-11-19,889,93
376,2024-12-01,196,27
377,2024-07-24,985,200
378,2024-06-05,380,1
379,2025-03-12,917,332
380,2024-11-13,489,843
381,2024-10-15,766,291
382,2025-03-06,775,958
383,2024-05-22,436,668
384,2024-12-11,392,579
385,2024-08-28,525,721
386,2024-10-04,581,73
387,2024-09-03,247,762
388,2025-01-19,815,686
389,2025-02-18,476,371
390,2024-08-15,160,547
391,2025-04-02,146,387
392,2024-12-30,509,305
393,2024-06-04,556,666
394,2024-05-17,604,141
395,2024-11-30,307,380
396,2024-08-05,348,680
397,2024-07-25,898,969
398,2024-09-08,515,521
399,2025-03-06,611,702
400,2025-03-22,927,450
401,2024-09-10,854,944
402,2025-04-07,822,365
403,2024-07-19,351,586
404,2025-04-08,365,526
405,2024-11-28,261,151
406,2025-01-26,571,347
407,2025-03-12,595,10
408,2024-05-07,501,784
409,2025-01-19,722,382
410,2024-08-24,396,229
411,2024-10-06,441,401
412,2025-04-29,255,748
413,2025-02-12,153,122
414,2024-06-12,549,665
415,2024-06-01,574,144
416,2024-12-09,53,110
417,2024-08-21,108,674
418,2024-09-21,278,545
419,2024-06-12,492,354
420,2025-01-07,396,683
421,2024-08-25,429,91
422,2024-08-13,956,978
423,2024-05-20,107,826
424,2024-09-21,93,697
425,2025-03-04,253,314
426,2024-09-13,434,252
427,2025-02-09,444,407
428,2024-07-07,273,473
429,2024-06-08,453,444
430,2025-04-18,722,383
431,2024-10-31,502,144
432,2024-08-19,796,402
433,2024-07-20,225,815
434,2024-12-04,204,955
435,2024-10-21,449,302
436,2024-08-22,169,530
437,2024-05-07,634,383
438,2024-08-12,587,268
439,2024-09-17,544,82
440,2025-03-05,662,217
441,2025-04-01,171,522
442,2024-05-31,584,926
443,2024-05-24,314,410
444,2024-07-04,205,426
445,2025-02-13,474,273
446,2024-06-07,516,295
447,2025-01-13,38,57
448,2025-01-28,714,731
449,2024-11-23,292,590
450,2024-05-19,561,263
451,2025-04-26,311,711
452,2024-09-21,712,289
453,2024-09-17,337,719
454,2024-12-26,596,487
455,2025-04-02,55,805
456,2024-11-09,345,749
457,2024-11-09,382,176
458,2024-10-17,566,307
459,2025-03-24,362,906
460,2025-04-08,504,257
461,2024-11-29,160,563
462,2024-11-13,949,840
463,2024-10-08,697,864
464,2024-09-17,671,170
465,2024-11-06,963,658
466,2025-01-14,311,219
467,2025-03-12,782,634
468,2025-01-15,288,804
469,2024-09-06,647,712
470,2024-10-19,197,100
471,2024-09-08,847,73
472,2024-08-31,444,294
473,2024-06-18,513,36
474,2024-05-23,642,362
475,2024-12-01,415,641
476,2024-10-19,586,288
477,2024-11-02,409,896
478,2024-07-08,385,960
479,2024-12-02,247,852
480,2025-02-06,18,700
481,2024-07-08,203,626
482,2024-07-27,213,555
483,2024-07-12,405,504
484,2024-07-15,123,397
485,2025-03-18,150,983
486,2025-01-16,583,154
487,2024-11-18,506,527
488,2024-11-05,924,525
489,2024-08-03,81,227
490,2025-04-20,770,958
491,2025-01-21,936,858
492,2025-01-21,755,458
493,2024-12-07,506,63
494,2024-11-28,365,242
495,2024-07-03,519,90
496,2025-03-30,503,552
497,2024-08-30,791,381
498,2024-09-07,807,330
499,2025-03-22,96,346
500,2025-04-28,206,972
501,2025-01-04,486,305
502,2024-08-21,92,226
503,2024-11-06,628,447
504,2024-12-22,924,277
505,2025-02-13,416,354
506,2024-10-29,790,745
507,2024-11-20,977,540
508,2024-10-23,518,97
509,2024-05-04,306,185
510,2024-05-25,250,833
511,2024-09-29,545,426
512,2024-11-18,123,96
513,2024-09-04,653,713
514,2024-05-08,829,801
515,2024-12-23,812,811
516,2024-12-11,345,944
517,2024-09-13,273,88
518,2024-07-25,851,293
519,2024-10-20,363,218
520,2024-07-05,84,772
521,2025-02-25,971,829
522,2024-09-10,564,534
523,2024-08-09,819,987
524,2025-02-11,712,588
525,2025-03-11,6,943
526,2024-12-31,594,779
527,2024-11-13,762,490
528,2025-02-24,121,846
529,2024-11-01,96,48
530,2024-10-01,661,223
531,2024-06-27,577,551
532,2024-07-30,662,22
533,2025-04-21,907,143
534,2025-02-19,152,68
535,2024-05-30,130,64
536,2025-01-01,541,101
537,2024-06-06,201,825
538,2024-07-09,971,982
539,2025-01-12,612,816
540,2025-02-22,357,596
541,2025-01-17,503,700
542,2024-12-14,291,761
543,2024-05-24,242,449
544,2025-04-03,544,234
545,2024-11-17,261,301
546,2024-10-10,796,14
547,2025-01-12,193,391
548,2024-09-06,642,605
549,2024-08-31,960,45
550,2024-12-31,838,270
551,2024-07-29,218,242
552,2024-05-23,859,361
553,2024-05-13,379,992
554,2024-10-08,756,236
555,2024-10-22,427,776
556,2025-03-11,365,310
557,2024-05-04,375,295
558,2025-04-23,289,110
559,2025-02-27,78,129
560,2025-03-06,209,184
561,2025-03-04,262,270
562,2024-08-19,718,78
563,2024-09-01,58,21
564,2025-04-27,746,213
565,2024-10-29,111,281
566,2025-04-03,673,946
567,2025-04-14,333,725
568,2024-08-03,775,954
569,2024-10-25,798,949
570,2024-06-02,635,643
571,2024-05-14,101,862
572,2025-01-25,789,702
573,2024-07-11,742,796
574,2025-03-18,563,625
575,2024-09-08,558,62
576,2024-12-28,951,475
577,2024-07-30,987,923
578,2025-01-13,864,613
579,2024-09-02,953,960
580,2024-09-03,278,485
581,2024-07-02,173,875
582,2025-04-10,104,891
583,2024-07-11,690,682
584,2024-09-03,665,169
585,2025-01-12,978,519
586,2025-02-27,988,685
587,2024-11-07,693,953
588,2024-10-16,340,517
589,2025-03-08,248,506
590,2024-08-16,532,757
591,2024-10-10,734,791
592,2025-04-05,355,321
593,2024-09-28,113,769
594,2024-12-21,383,585
595,2024-06-13,670,723
596,2024-09-27,584,987
597,2025-01-21,21,337
598,2024-07-08,437,359
599,2025-02-12,351,112
600,2025-01-21,603,166
601,2025-03-09,3,41
602,2024-11-02,615,613
603,2025-03-15,126,362
604,2024-10-14,755,233
605,2024-07-19,845,654
606,2024-12-13,98,404
607,2024-09-25,243,856
608,2024-08-23,947,24
609,2024-10-07,302,650
610,2024-06-25,630,520
611,2024-10-15,714,257
612,2025-03-06,939,852
613,2025-04-13,860,761
614,2024-07-29,105,103
615,2025-01-25,362,545
616,2024-08-06,284,860
617,2024-06-22,536,698
618,2025-04-11,179,563
619,2025-01-02,295,825
620,2024-06-14,851,275
621,2024-05-13,355,29
622,2025-03-23,352,674
623,2025-03-18,420,856
624,2024-06-05,176,40
625,2025-03-05,350,953
626,2024-07-24,687,947
627,2025-01-10,177,697
628,2024-12-31,693,821
629,2025-02-26,896,214
630,2025-03-15,498,867
631,2024-11-20,783,291
632,2024-07-31,913,469
633,2025-01-12,940,227
634,2024-06-23,716,839
635,2024-08-29,765,338
636,2024-11-25,896,935
637,2024-11-06,563,786
638,2025-03-28,788,276
639,2024-05-22,151,989
640,2025-04-10,683,370
641,2025-03-03,478,150
642,2024-07-06,218,794
643,2025-03-23,611,505
644,2024-06-26,366,67
645,2024-12-30,758,87
646,2025-04-25,261,112
647,2025-04-28,517,837
648,2025-03-31,383,7
649,2024-09-03,900,900
650,2025-02-18,714,821
651,2024-07-22,949,454
652,2024-05-28,470,906
653,2025-02-09,206,59
654,2024-09-03,990,250
655,2025-02-15,795,201
656,2024-07-15,284,31
657,2024-10-27,893,21
658,2024-10-17,879,976
659,2024-09-05,239,143
660,2024-11-19,774,915
661,2024-08-24,51,635
662,2024-12-23,195,623
663,2025-03-30,413,404
664,2024-05-29,671,747
665,2024-10-15,934,914
666,2025-02-04,55,73
667,2025-01-22,756,728
668,2024-05-29,661,475
669,2024-11-26,107,527
670,2025-03-29,309,924
671,2025-04-04,402,129
672,2024-10-28,870,209
673,2025-04-02,149,150
674,2024-11-12,248,487
675,2024-08-05,101,349
676,2024-10-27,375,450
677,2024-06-27,838,416
678,2025-01-28,598,559
679,2025-02-15,249,27
680,2024-11-10,504,950
681,2025-01-14,618,846
682,2025-01-12,122,305
683,2025-01-31,97,349
684,2024-08-06,304,948
685,2024-05-27,588,88
686,2024-10-05,459,312
687,2024-06-02,328,242
688,2024-08-12,880,283
689,2025-03-02,557,123
690,2025-03-08,478,954
691,2024-10-19,702,646
692,2024-05-31,564,790
693,2025-01-11,557,703
694,2025-04-01,874,455
695,2024-11-18,914,35
696,2025-03-28,169,736
697,2025-01-06,674,974
698,2025-01-09,954,77
699,2025-03-20,668,619
700,2024-05-17,314,59
701,2024-05-13,356,334
702,2024-06-15,600,269
703,2025-02-26,92,199
704,2025-02-10,143,779
705,2024-06-04,71,210
706,2024-06-14,602,136
707,2024-11-07,357,488
708,2024-09-19,777,337
709,2025-02-25,37,405
710,2025-02-07,519,245
711,2024-05-19,753,823
712,2025-04-04,813,782
713,2025-02-27,677,451
714,2024-05-04,509,512
715,2024-07-21,819,586
716,2024-06-05,481,214
717,2024-08-13,566,408
718,2024-06-12,171,767
719,2024-11-24,491,529
720,2025-04-13,693,470
721,2025-04-15,777,167
722,2025-02-21,446,59
723,2024-05-10,728,638
724,2024-08-20,292,923
725,2024-08-08,356,974
726,2024-12-24,67,953
727,2024-05-05,444,44
728,2025-01-07,894,190
729,2025-01-22,941,476
730,2024-05-08,153,168
731,2024-05-25,360,366
732,2024-06-27,777,966
733,2025-04-13,470,212
734,2025-04-16,985,849
735,2024-09-18,141,318
736,2025-03-15,427,160
737,2025-01-20,253,704
738,2024-10-25,926,91
739,2024-11-21,749,83
740,2024-10-11,231,376
741,2024-05-18,648,316
742,2024-08-17,819,38
743,2024-06-14,45,31
744,2024-08-24,374,694
745,2025-03-16,786,380
746,2025-03-13,116,776
747,2025-02-19,630,295
748,2024-08-24,649,146
749,2025-04-03,970,618
750,2024-08-04,409,503
751,2024-05-24,178,506
752,2024-11-19,145,768
753,2025-03-16,166,453
754,2024-08-23,401,493
755,2024-08-11,836,834
756,2024-05-03,837,573
757,2024-08-29,909,847
758,2024-11-08,49,655
759,2025-01-25,979,668
760,2025-02-09,264,267
761,2024-12-24,254,3
762,2025-03-24,707,693
763,2024-11-02,297,549
764,2024-07-04,493,14
765,2024-12-06,943,915
766,2024-12-29,293,164
767,2024-06-15,654,957
768,2024-12-25,821,474
769,2025-04-18,226,54
770,2024-06-30,58,614
771,2024-05-06,6,945
772,2024-08-28,240,416
773,2024-09-05,265,363
774,2024-08-21,391,412
775,2024-11-17,428,592
776,2024-09-11,961,240
777,2024-09-30,948,695
778,2024-12-15,132,155
779,2025-01-04,294,674
780,2025-04-25,180,636
781,2024-05-24,358,491
782,2025-03-22,67,336
783,2025-03-28,209,118
784,2024-09-10,85,392
785,2024-08-27,139,913
786,2024-11-03,676,431
787,2024-09-11,555,909
788,2025-03-27,895,158
789,2024-08-21,563,985
790,2024-05-13,400,94
791,2025-03-07,673,905
792,2024-11-26,242,762
793,2024-12-15,845,914
794,2025-01-07,998,982
795,2025-02-09,939,599
796,2024-11-24,910,933
797,2024-11-10,645,332
798,2024-07-14,890,252
799,2024-07-16,363,408
800,2024-09-19,259,876
801,2024-12-05,460,669
802,2024-11-20,651,270
803,2024-06-28,574,515
804,2024-07-28,981,296
805,2025-04-13,635,931
806,2024-05-14,288,858
807,2024-06-03,936,946
808,2024-10-23,661,608
809,2024-10-27,605,39
810,2025-03-27,423,285
811,2024-11-04,322,450
812,2025-01-03,3,669
813,2024-05-07,621,444
814,2024-06-28,692,814
815,2024-09-07,507,950
816,2024-07-05,274,550
817,2024-09-27,931,461
818,2024-05-13,924,582
819,2025-02-12,482,7
820,2025-01-13,879,101
821,2025-04-11,695,385
822,2024-05-22,305,318
823,2024-05-26,835,884
824,2024-12-18,459,157
825,2025-04-17,993,972
826,2024-08-02,163,671
827,2025-04-08,658,814
828,2024-08-19,176,872
829,2024-12-22,842,71
830,2024-05-12,580,298
831,2024-09-07,822,830
832,2024-06-15,266,629
833,2024-08-02,181,322
834,2024-09-01,14,909
835,2025-01-23,815,404
836,2024-09-28,312,175
837,2025-01-04,969,989
838,2025-02-16,489,752
839,2024-12-08,351,783
840,2024-07-04,302,387
841,2025-02-27,303,435
842,2024-12-07,219,299
843,2024-05-27,646,386
844,2025-03-04,760,545
845,2024-07-02,337,22
846,2024-05-22,10,649
847,2025-01-23,686,735
848,2025-02-27,224,551
849,2025-01-18,614,882
850,2025-03-06,506,720
851,2025-02-05,352,353
852,2024-07-01,346,767
853,2024-12-27,423,430
854,2024-10-12,861,354
855,2024-06-07,290,513
856,2024-05-26,423,923
857,2024-12-28,495,395
858,2024-05-26,74,116
859,2025-04-04,302,43
860,2025-03-21,257,420
861,2025-01-20,590,397
862,2025-01-25,312,503
863,2024-06-30,171,409
864,2024-06-02,258,24
865,2024-09-02,85,982
866,2024-11-12,527,852
867,2024-10-12,66,657
868,2025-02-06,225,155
869,2025-01-16,592,18
870,2024-08-04,335,507
871,2025-01-25,701,409
872,2025-03-24,972,386
873,2024-06-07,678,758
874,2025-04-02,926,73
875,2024-11-13,942,638
876,2024-07-14,543,241
877,2024-08-02,846,558
878,2024-07-12,571,863
879,2024-06-15,994,507
880,2024-05-18,918,397
881,2024-10-06,64,337
882,2024-07-13,470,720
883,2024-11-10,512,936
884,2024-11-21,87,741
885,2024-05-02,130,690
886,2025-01-27,494,393
887,2025-01-08,44,800
888,2024-07-18,497,938
889,2024-06-26,287,747
890,2024-08-04,784,250
891,2024-09-27,581,4
892,2024-06-30,442,838
893,2024-12-12,391,834
894,2025-02-07,437,873
895,2025-04-28,574,357
896,2024-08-17,690,33
897,2025-04-29,974,170
898,2025-04-04,767,742
899,2024-11-30,80,910
900,2024-12-09,586,957
901,2024-06-27,114,806
902,2024-10-14,111,297
903,2025-03-19,343,889
904,2024-11-24,964,578
905,2025-01-20,19,27
906,2025-02-10,247,193
907,2024-05-19,764,702
908,2025-04-06,905,545
909,2024-07-09,983,15
910,2025-02-26,578,820
911,2025-02-15,307,748
912,2024-11-18,542,398
913,2024-11-25,202,369
914,2024-07-24,2,11
915,2024-08-09,734,774
916,2024-07-17,368,290
917,2024-07-17,612,209
918,2024-05-24,631,563
919,2024-07-07,66,302
920,2025-03-20,937,661
921,2025-04-28,371,879
922,2025-04-08,140,943
923,2024-12-12,300,772
924,2024-07-25,386,134
925,2025-01-30,948,915
926,2025-03-12,50,763
927,2024-07-21,269,52
928,2025-03-11,16,464
929,2024-08-28,974,894
930,2024-10-18,314,878
931,2024-06-14,529,958
932,2024-07-20,28,783
933,2025-03-12,468,967
934,2025-01-16,175,922
935,2024-06-28,431,421
936,2024-08-20,931,353
937,2025-02-28,440,237
938,2024-11-07,847,946
939,2025-01-27,695,858
940,2025-03-02,468,497
941,2025-04-26,724,843
942,2024-08-30,124,824
943,2024-12-12,252,831
944,2024-05-12,649,696
945,2024-07-09,698,722
946,2025-04-01,617,307
947,2024-10-02,164,303
948,2024-05-20,15,245
949,2025-04-17,687,492
950,2024-09-13,676,772
951,2024-12-16,343,909
952,2024-11-12,689,825
953,2024-09-19,340,883
954,2025-03-20,283,528
955,2024-12-09,774,730
956,2024-07-21,243,534
957,2024-10-09,123,431
958,2024-08-10,813,351
959,2025-04-05,789,292
960,2025-04-01,308,885
961,2024-08-02,33,23
962,2024-09-28,502,179
963,2024-08-11,909,239
964,2024-06-24,759,31
965,2024-07-15,431,569
966,2025-04-25,969,19
967,2025-02-06,208,727
968,2024-10-15,685,21
969,2024-12-18,677,245
970,2024-10-04,305,702
971,2024-05-30,142,389
972,2024-08-25,186,711
973,2024-06-10,407,757
974,2024-07-29,288,69
975,2024-11-23,591,797
976,2024-12-31,981,345
977,2025-02-25,425,625
978,2024-12-25,80,892
979,2024-11-19,716,157
980,2024-12-27,232,784
981,2024-06-13,96,275
982,2024-07-03,527,837
983,2024-07-15,663,156
984,2025-04-22,47,107
985,2024-08-19,688,334
986,2024-12-21,642,755
987,2024-11-24,72,475
988,2024-10-06,727,368
989,2025-03-20,466,206
990,2024-11-05,739,480
991,2024-11-28,717,482
992,2025-01-02,821,556
993,2025-01-16,590,119
994,2024-09-12,556,48
995,2024-10-23,162,933
996,2024-12-11,70,340
997,2025-03-14,983,907
998,2025-02-01,414,240
999,2025-02-18,781,480
1000,2024-05-04,859,474
1001,2024-12-29,301,943
1002,2025-02-14,31,371
1003,2024-05-01,16,728
1004,2024-09-01,505,790
1005,2025-03-27,583,342
1006,2024-05-28,792,939
1007,2024-08-04,658,522
1008,2024-06-01,194,40
1009,2025-03-31,990,273
1010,2025-04-11,461,304
1011,2024-08-02,289,332
1012,2024-06-21,185,308
1013,2024-10-08,276,920
1014,2024-08-09,935,38
1015,2025-04-24,296,631
1016,2024-10-07,353,826
1017,2024-06-03,41,836
1018,2025-02-24,767,719
1019,2024-05-25,158,676
1020,2024-12-28,454,59
1021,2024-11-02,746,473
1022,2024-05-16,737,182
1023,2024-12-21,467,731
1024,2025-03-04,253,698
1025,2025-04-27,617,156
1026,2025-02-07,521,108
1027,2024-12-02,756,222
1028,2024-07-25,241,876
1029,2024-06-07,336,611
1030,2024-12-03,997,570
1031,2024-06-16,958,535
1032,2025-01-22,673,571
1033,2024-11-03,523,666
1034,2025-02-18,670,96
1035,2024-05-13,731,774
1036,2024-05-31,892,968
1037,2025-03-20,89,713
1038,2024-12-05,470,829
1039,2024-06-01,418,980
1040,2025-03-11,558,265
1041,2024-12-29,23,470
1042,2024-12-23,756,335
1043,2024-07-25,400,50
1044,2024-10-29,440,552
1045,2024-08-14,126,290
1046,2024-09-17,699,668
1047,2024-05-11,228,144
1048,2024-07-20,292,124
1049,2024-11-24,477,730
1050,2024-10-10,257,275
1051,2025-03-22,973,390
1052,2024-10-12,622,998
1053,2025-01-23,793,120
1054,2025-03-26,382,852
1055,2025-02-17,899,250
1056,2024-05-15,518,88
1057,2024-08-15,684,774
1058,2025-01-26,962,466
1059,2025-04-10,670,705
1060,2024-07-09,872,38
1061,2024-10-24,912,385
1062,2024-10-08,440,268
1063,2024-08-17,472,677
1064,2024-05-29,73,477
1065,2024-05-21,924,635
1066,2024-10-24,835,566
1067,2024-08-21,546,169
1068,2025-04-01,812,190
